"annotation_id","annotator","created_at","has_damage","id","images","layer","lead_time","updated_at"
274,"1","2026-05-23T20:42:32.293999Z","",274,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1781.png","[{""x"":49.625810933221274,""y"":62.478483668538864,""width"":6.946722051076612,""height"":5.632159403786479,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":12.316594337673068,""y"":42.46745990558536,""width"":51.16759661086998,""height"":42.77742540129621,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",40.497,"2026-05-23T20:42:32.294009Z"
275,"1","2026-05-23T20:43:02.228123Z","Registraion number has defect",275,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1783.png","[{""x"":55.961975614796465,""y"":86.17483375167066,""width"":12.977887993387025,""height"":9.609419193152542,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":10.4980367844596,""y"":2.9138225195889267,""width"":58.607150237652405,""height"":93.05641926590391,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",29.461,"2026-05-23T20:43:02.228134Z"
278,"1","2026-05-23T20:43:54.674155Z","Registraion number has defect",278,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1786.png","[{""x"":39.50054316691826,""y"":75.5734682429653,""width"":10.261804425559497,""height"":6.34029368085417,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":37.52813864221529,""y"":7.556956927153349,""width"":36.85695646460339,""height"":74.52014506215231,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",37.077,"2026-05-23T20:43:54.674165Z"
279,"1","2026-05-23T20:44:31.348165Z","Registraion number has defect",279,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1787.png","[{""x"":56.45794585658194,""y"":47.73713577185369,""width"":9.588758007852867,""height"":8.865468071915686,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.790452572845624,""y"":10.973324633738626,""width"":58.11117999586691,""height"":67.01799588703005,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",31.822,"2026-05-23T20:44:31.348175Z"
280,"1","2026-05-23T20:45:05.866155Z","",280,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1788.png","[{""x"":52.49018392229797,""y"":55.548672381776896,""width"":9.836743128745606,""height"":9.11344789100668,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":35.709857408555486,""y"":18.412891515025244,""width"":46.70386443480059,""height"":69.18785403087794,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.121,"2026-05-23T20:45:05.866165Z"
281,"1","2026-05-23T20:45:34.973041Z","",281,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1789.png","[{""x"":56.127299028724934,""y"":57.90452042665456,""width"":3.719776813391229,""height"":10.66336550018979,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":36.536474478197974,""y"":25.914447784192863,""width"":32.40338912998552,""height"":67.2659613912566,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",28.738,"2026-05-23T20:45:34.973066Z"
282,"1","2026-05-23T20:46:05.423837Z","Registraion number has defect",282,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1790.png","[{""x"":41.41351518908865,""y"":68.25790399554828,""width"":8.514155817317617,""height"":7.62554299763215,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":41.57883860301718,""y"":20.148796374337316,""width"":34.30460839016327,""height"":56.974576223306784,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",30.089,"2026-05-23T20:46:05.423848Z"
283,"1","2026-05-23T20:46:33.719305Z","Registraion number has defect",283,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1791.png","[{""x"":49.514362471585,""y"":66.21201508421943,""width"":9.092787766067362,""height"":7.873539782488595,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":19.260177722669983,""y"":16.676993017875176,""width"":39.67761934283939,""height"":58.8964725741893,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.915,"2026-05-23T20:46:33.719314Z"
284,"1","2026-05-23T20:46:57.270849Z","Registraion number has defect",284,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1792.png","[{""x"":39.92560446373218,""y"":67.38996137422538,""width"":7.68753874767516,""height"":7.129567454044933,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":39.51229592891093,""y"":23.000637458747796,""width"":37.19776813391196,""height"":51.76687649041518,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",23.171,"2026-05-23T20:46:57.270859Z"
285,"1","2026-05-23T20:47:29.991169Z","",285,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1793.png","[{""x"":38.2723703244472,""y"":80.65716057036573,""width"":11.655300681959085,""height"":9.733413874319668,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":37.85906178962594,""y"":7.68754882109835,""width"":48.357098574085555,""height"":82.95101233502042,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",32.359,"2026-05-23T20:47:29.991179Z"
286,"1","2026-05-23T20:47:55.812443Z","Registraion number has defect",286,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1794.png","[{""x"":58.11117999586689,""y"":45.257289334547735,""width"":8.431494110353382,""height"":7.501545135384073,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":47.034511262657496,""y"":15.499054680571748,""width"":38.85100227319694,""height"":58.772489026805765,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.448,"2026-05-23T20:47:55.812454Z"
287,"1","2026-05-23T20:48:20.520464Z","",287,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1795.png","[{""x"":64.97210167389957,""y"":66.76999804181331,""width"":9.092787766067383,""height"":7.749530786456998,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":40.83488324033893,""y"":8.183512170541643,""width"":33.47799132052077,""height"":67.07997202040687,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.334,"2026-05-23T20:48:20.520474Z"
288,"1","2026-05-23T20:49:07.718686Z","",288,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1796.png","[{""x"":69.53807458774338,""y"":37.756829520355815,""width"":5.470068490684143,""height"":4.905694674142511,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":39.96311113821929,""y"":21.389625279394053,""width"":41.759404199478446,""height"":35.39508047409118,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",46.83,"2026-05-23T20:49:07.718696Z"
289,"1","2026-05-23T20:49:38.789288Z","",289,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1798.png","[{""x"":35.9578425294482,""y"":38.74767354895113,""width"":8.348832403389125,""height"":5.8896460910225406,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.79045257284559,""y"":11.779303315828669,""width"":49.67968588551352,""height"":50.278973187581144,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",30.718,"2026-05-23T20:49:38.789298Z"
290,"1","2026-05-23T20:50:03.619537Z","",290,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1874.png","[{""x"":34.96590204587726,""y"":45.81525320565559,""width"":9.175449473031632,""height"":6.757592423606666,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.12915891713164,""y"":18.846894636496835,""width"":42.322793965695396,""height"":53.8127457850779,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.46,"2026-05-23T20:50:03.619548Z"
291,"1","2026-05-23T20:50:26.346970Z","",291,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1875.png","[{""x"":31.57677206034304,""y"":68.0719231075812,""width"":8.927464352138895,""height"":9.17544205050927,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":31.3287869394503,""y"":16.986992445116844,""width"":50.17565612729899,""height"":60.75634295475917,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",22.356,"2026-05-23T20:50:26.346980Z"
292,"1","2026-05-23T20:51:00.763402Z","Registraion number has defect",292,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1876.png","[{""x"":34.22194668319899,""y"":70.86175412708415,""width"":9.258111179995863,""height"":7.439533479936002,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":34.05662326927049,""y"":24.92252161548641,""width"":30.25418474891505,""height"":55.05267987242429,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.021,"2026-05-23T20:51:00.763413Z"
293,"1","2026-05-23T20:51:22.224036Z","",293,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1877.png","[{""x"":50.588964662120226,""y"":69.311845530964,""width"":7.852862161603627,""height"":7.8735233469033785,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":19.921471378383966,""y"":15.49906899543631,""width"":39.016325687125445,""height"":62.49225152533242,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",21.116,"2026-05-23T20:51:22.224072Z"
294,"1","2026-05-23T20:51:42.357855Z","",294,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1878.png","[{""x"":52.73816904319075,""y"":73.8375723967161,""width"":8.348832403389125,""height"":8.307498899006148,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":17.854928704277743,""y"":20.644761314321144,""width"":43.56271957015913,""height"":62.49225046497212,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",19.74,"2026-05-23T20:51:42.357865Z"
295,"1","2026-05-23T20:52:09.118391Z","Registraion number has defect",295,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1879.png","[{""x"":48.10911345319282,""y"":50.774958804591506,""width"":9.671419714817091,""height"":9.981395814131366,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":18.433560653027488,""y"":12.275230082840315,""width"":56.54060756354614,""height"":71.10976681734557,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",26.391,"2026-05-23T20:52:09.118402Z"
297,"1","2026-05-23T20:52:40.809710Z","",297,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1881.png","[{""x"":53.06881587104774,""y"":39.615623062616244,""width"":10.415375077495357,""height"":7.129572225666457,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":32.072742302128546,""y"":7.563558911552806,""width"":44.967968588551344,""height"":62.74022498226153,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.069,"2026-05-23T20:52:40.809721Z"
298,"1","2026-05-23T20:53:03.291098Z","",298,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1882.png","[{""x"":33.973961562306265,""y"":68.81587316845781,""width"":9.17544947303165,""height"":8.121510588516811,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":33.808638148377746,""y"":15.747066310472965,""width"":37.611076668733205,""height"":61.50029884761757,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",22.111,"2026-05-23T20:53:03.291109Z"
300,"1","2026-05-23T20:53:38.146431Z","",300,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1884.png","[{""x"":42.32279396569539,""y"":45.8772473651581,""width"":7.191568505889645,""height"":5.331680099194045,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":37.19776813391196,""y"":26.286446672738688,""width"":26.369084521595394,""height"":43.52136485856936,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",28.613,"2026-05-23T20:53:38.146440Z"
301,"1","2026-05-23T20:54:04.972513Z","",301,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1885.png","[{""x"":49.2663773506923,""y"":66.70799062780662,""width"":8.84480264517466,""height"":6.571610475279301,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.955775986774132,""y"":15.685089116735828,""width"":32.155404009092784,""height"":58.58645193974093,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",26.386,"2026-05-23T20:54:04.972523Z"
302,"1","2026-05-23T20:54:38.904544Z","Registraion number has defect",302,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1886.png","[{""x"":62.32692705104361,""y"":44.14135151890889,""width"":6.447613143211408,""height"":6.9435833849969,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":54.63938830336845,""y"":20.024828732358902,""width"":28.352965488737343,""height"":49.28702157022655,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",33.577,"2026-05-23T20:54:38.904555Z"
303,"1","2026-05-23T20:55:40.067143Z","Registraion number has defect",303,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1887.png","[{""x"":48.81514478872496,""y"":64.21872069415193,""width"":8.221433016606063,""height"":6.616615551166453,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":33.06468278569951,""y"":18.102927609854863,""width"":24.054556726596406,""height"":53.25479092703286,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",60.696,"2026-05-23T20:55:40.067154Z"
304,"1","2026-05-23T20:56:19.132163Z","Registraion number has defect",304,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1888.png","[{""x"":55.631328786939434,""y"":46.80718944778519,""width"":9.671419714817105,""height"":6.633604104601639,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":31.24612523248605,""y"":19.21883520522414,""width"":43.81070469105189,""height"":55.85866014505493,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",38.669,"2026-05-23T20:56:19.132173Z"
305,"1","2026-05-23T20:56:56.166161Z","Registraion number has defect",305,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1889.png","[{""x"":26.865054763380847,""y"":71.85369089939397,""width"":8.431494110353368,""height"":7.811529187400821,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":26.534407935523845,""y"":20.290383547406947,""width"":36.94978301301918,""height"":59.994804113241216,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",36.663,"2026-05-23T20:56:56.166171Z"
